Manufactuer,Discription,Capacaty,RPM,Interface,Cache,Class
SAMSUNG,"SAMSUNG SpinPoint T Series HD501LJ 500GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive SAMSUNG SpinPoint T Series HD501LJ 500GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",500,7200,SATA 3.0Gb/s,16,
HGST,"HGST HUC156030CSS200 2.5"" 300GB SAS 12Gb/s 15K RPM 128M 512N 0B28955 Internal Enterprise Hard Drive HGST HUC156030CSS200 2.5"" 300GB SAS 12Gb/s 15K RPM 128M 512N 0B28955 Internal Enterprise Hard Drive",300,15000,SAS 12.0Gb/s,128,
Hewlett-Packard,"HP Midline 454146-B21 1TB 7200 RPM SATA 3.0Gb/s 3.5"" Internal Hard Drive HP Midline 454146-B21 1TB 7200 RPM SATA 3.0Gb/s 3.5"" Internal Hard Drive",1024,7200,SATA 3.0Gb/s,,
HGST,"Hitachi GST Deskstar 180GXP IC35L180AVV207 - 07N9216 180GB 7200 RPM 8MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive Hitachi GST Deskstar 180GXP IC35L180AVV207 - 07N9216 180GB 7200 RPM 8MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive",80,7200,IDE Ultra ,8,
Western Digital,"Western Digital Raptor WD740ADFD 74GB 10000 RPM 16MB Cache SATA 1.5Gb/s 3.5"" Internal Hard Drive Bare Drive Western Digital Raptor WD740ADFD 74GB 10000 RPM 16MB Cache SATA 1.5Gb/s 3.5"" Internal Hard Drive Bare Drive",1500,10000,SATA 1.5Gb/s,16,Raptor
Buffalo Technology,"Buffalo OP-HD 1 TB 3.5"" Internal Hard Drive Buffalo OP-HD 1 TB 3.5"" Internal Hard Drive",1024,,,,
Western Digital,"Western Digital Black WD1001FALS 1TB 7200 RPM 32MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive Western Digital Black WD1001FALS 1TB 7200 RPM 32MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive",1024,7200,SATA 3.0Gb/s,32,Black
Western Digital,"Western Digital Caviar Green WD10EACS 1TB 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive Western Digital Caviar Green WD10EACS 1TB 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",1024,,SATA 3.0Gb/s,16,Caviar Green
Seagate,"Seagate ST6000NM0034 6TB 7200 RPM 128MB Cache SAS 12Gb/s 3.5"" Enterprise Hard Drive Bare Drive Seagate ST6000NM0034 6TB 7200 RPM 128MB Cache SAS 12Gb/s 3.5"" Enterprise Hard Drive Bare Drive",6000,7200,SAS 12.0Gb/s,128,Enterprise
DELL,"Dell 342-2063 - 450GB 3.5"" SAS 15K 6Gb/s HS Hard Drive Dell 342-2063 - 450GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",450,15000,SAS 12.0Gb/s,,
DELL,"Dell A7421122 - 600GB 3.5"" SAS 15K 6Gb/s HS Hard Drive Dell A7421122 - 600GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",600,15000,SAS 12.0Gb/s,,
IBM,"IBM 49Y1879 - 1TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive IBM 49Y1879 - 1TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
Western Digital,"Western Digital PV5797B WD2000FYYZ 2 TB 3.5"" Internal Hard Drive Western Digital PV5797B WD2000FYYZ 2 TB 3.5"" Internal Hard Drive",2048,,,,
Fujitsu,FUJITSU MAP3735NC - 73GB 80-PIN 10K Ultra-320 SCSI Hard drive FUJITSU MAP3735NC - 73GB 80-PIN 10K Ultra-320 SCSI Hard drive,73,10000,SCSI Ultra,,
Buffalo Technology,"Buffalo 2 TB 3.5"" Internal Hard Drive Buffalo 2 TB 3.5"" Internal Hard Drive",2048,,,,
Western Digital,"Western Digital WD Green WD20EADS 2TB 32MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive Western Digital WD Green WD20EADS 2TB 32MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive",2048,,SATA 3.0Gb/s,32,Green
Lenovo,LENOVO SERVER 4XB0G45743 3.5 240GB VR SATA 6GBPS HS LENOVO SERVER 4XB0G45743 3.5 240GB VR SATA 6GBPS HS,40,,SATA 6.0Gb/s,,
HGST,"HGST 2.5"" 1TB SAS 6Gb/s 7.2K RPM 64M Internal Enterprise HDD HGST 2.5"" 1TB SAS 6Gb/s 7.2K RPM 64M Internal Enterprise HDD",1024,7200,SAS 6.0Gb/s,64,
Hewlett-Packard,"HP 655477-B21 - 600GB 2.5"" SAS 10K 6Gb/s Non Hot-Plug Hard Drive HP 655477-B21 - 600GB 2.5"" SAS 10K 6Gb/s Non Hot-Plug Hard Drive",600,10000,SAS 12.0Gb/s,,
Western Digital,"Western Digital RE2 WD4000YR 400GB 7200 RPM 16MB Cache SATA 1.5Gb/s 3.5"" Hard Drive Bare Drive Western Digital RE2 WD4000YR 400GB 7200 RPM 16MB Cache SATA 1.5Gb/s 3.5"" Hard Drive Bare Drive",1500,7200,SATA 1.5Gb/s,16,RE2
Western Digital,Western Digital WD1200JB Caviar Special Edition 120GB Internal Hard Drive Western Digital WD1200JB Caviar Special Edition 120GB Internal Hard Drive,120,,,,Caviar Special Edition
DELL,"Dell-IMSourcing 4 TB 3.5"" Internal Hard Drive Dell-IMSourcing 4 TB 3.5"" Internal Hard Drive",4000,,,,
Seagate,"Seagate Barracuda 7200.7 ST3200822A 200GB 7200 RPM 8MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive Seagate Barracuda 7200.7 ST3200822A 200GB 7200 RPM 8MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive",200,7200,IDE Ultra ,8,Barracuda
Western Digital,"Western Digital Blue WD3200AAKS 320GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive Western Digital Blue WD3200AAKS 320GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive",320,7200,SATA 3.0Gb/s,16,Blue
Buffalo Technology,"Buffalo OP-HD 1 TB 3.5"" Internal Hard Drive Buffalo OP-HD 1 TB 3.5"" Internal Hard Drive",1024,,,,
Western Digital,"Western Digital AV WD1600AVJB 160GB 7200 RPM 8MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Internal AV Hard Drive Bare Drive Western Digital AV WD1600AVJB 160GB 7200 RPM 8MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Internal AV Hard Drive Bare Drive",160,7200,IDE Ultra ,8,
Hewlett-Packard,"HP 454146-S21 1TB 7200 RPM SATA 3.0Gb/s 3.5"" Internal Hard Drive HP 454146-S21 1TB 7200 RPM SATA 3.0Gb/s 3.5"" Internal Hard Drive",1024,7200,SATA 3.0Gb/s,,
DELL,"Dell 342-0206 - 600GB 3.5"" SAS 15K 6Gb/s HS Hard Drive Dell 342-0206 - 600GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",600,15000,SAS 12.0Gb/s,,
HGST,"Hitachi GST Ultrastar 15K147 HUS151473VLS300 (0B20875) 74GB 15000 RPM 16MB Cache Serial Attached SCSI (SAS) 3.5"" Hard Drive Bare Drive Hitachi GST Ultrastar 15K147 HUS151473VLS300 (0B20875) 74GB 15000 RPM 16MB Cache Serial Attached SCSI (SAS) 3.5"" Hard Drive Bare Drive",74,15000,SCSI Ultra,16,
DELL,"Dell 462-6512 500GB 7200 RPM SATA 3.0Gb/s 3.5"" Internal Hard Drive Dell 462-6512 500GB 7200 RPM SATA 3.0Gb/s 3.5"" Internal Hard Drive",500,7200,SATA 3.0Gb/s,,
Hewlett-Packard,"HP 507616-S21 - 2TB 3.5"" SAS 7.2K 6Gb/s HS Midline Dual Port Hard Drive HP 507616-S21 - 2TB 3.5"" SAS 7.2K 6Gb/s HS Midline Dual Port Hard Drive",2048,7200,SAS 6.0Gb/s,,
Western Digital,"Western Digital Blue WD5000AAKB 500GB 7200 RPM 16MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Internal Hard Drive Bare Drive Western Digital Blue WD5000AAKB 500GB 7200 RPM 16MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Internal Hard Drive Bare Drive",500,7200,IDE Ultra ,16,Blue
Axiom,Axiom 146 GB 3.5' Internal Hard Drive Axiom 146 GB 3.5' Internal Hard Drive,146,,,,
IBM,"IBM 49Y1988 - 300GB 2.5"" SAS 10K 6Gb/s HS Secure Encrypted Drive IBM 49Y1988 - 300GB 2.5"" SAS 10K 6Gb/s HS Secure Encrypted Drive",300,10000,SAS 12.0Gb/s,,
IBM,"IBM 49Y1840 300GB 10000 RPM SAS 3Gb/s 2.5"" Internal Hard Drive IBM 49Y1840 300GB 10000 RPM SAS 3Gb/s 2.5"" Internal Hard Drive",300,10000,SAS 3.0Gb/s,,
Western Digital,"WD Se WD1002F9YZ 1TB 7200 RPM 128MB Cache SATA 6.0Gb/s 3.5"" Enterprise Hard Drive WD Se WD1002F9YZ 1TB 7200 RPM 128MB Cache SATA 6.0Gb/s 3.5"" Enterprise Hard Drive",1024,7200,SATA 6.0Gb/s,128,
Seagate,"Seagate Barracuda 7200.7 ST3200822AS 200GB 7200 RPM 8MB Cache SATA 1.5Gb/s 3.5"" Hard Drive Bare Drive Seagate Barracuda 7200.7 ST3200822AS 200GB 7200 RPM 8MB Cache SATA 1.5Gb/s 3.5"" Hard Drive Bare Drive",1500,7200,SATA 1.5Gb/s,8,Barracuda
Axiom,Axiom 1 TB 3.5' Internal Hard Drive Axiom 1 TB 3.5' Internal Hard Drive,1024,,,,
Western Digital,"Western Digital 160GB 7200RPM 3.5"" SATA 3.0Gb/s Destkop Hard Drive (WD1600AVBS) Western Digital 160GB 7200RPM 3.5"" SATA 3.0Gb/s Destkop Hard Drive (WD1600AVBS)",160,7200,SATA 3.0Gb/s,,
Buffalo Technology,"Buffalo OP-HDS 3 TB 3.5"" Internal Hard Drive Buffalo OP-HDS 3 TB 3.5"" Internal Hard Drive",3000,,,,
Western Digital,"Western Digital RE3 WD1002FBYS 1TB 7200 RPM 32MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive Western Digital RE3 WD1002FBYS 1TB 7200 RPM 32MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive",1024,7200,SATA 3.0Gb/s,32,RE3
Western Digital,Western Digital 250 GB RE3 SATA 3 Gb/s 7200 RPM 16 MB Cache Bulk/OEM Enterprise Hard Drive - WD2502ABYS Western Digital 250 GB RE3 SATA 3 Gb/s 7200 RPM 16 MB Cache Bulk/OEM Enterprise Hard Drive - WD2502ABYS,250,7200,SATA 3.0Gb/s,16,RE3
Lenovo,LENOVO SERVER 4XB0G45716 3.5 1TB 7.2K ES SAS 6GBPS HS LENOVO SERVER 4XB0G45716 3.5 1TB 7.2K ES SAS 6GBPS HS,1024,7200,SATA 6.0Gb/s,,
IBM,"IBM 49Y6099 - 450GB 3.5"" SAS 15K 6Gb/s HS Hard Drive IBM 49Y6099 - 450GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",450,15000,SAS 12.0Gb/s,,
DELL,"Dell 342-2001 - 1TB 2.5"" SAS 7.2K 6Gb/s HS Hard Drive Dell 342-2001 - 1TB 2.5"" SAS 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
HGST,"Hitachi GST Deskstar E7K1000 HDE721010SLA330 (0A38028) 1TB 7200 RPM 32MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive Hitachi GST Deskstar E7K1000 HDE721010SLA330 (0A38028) 1TB 7200 RPM 32MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive",1024,7200,SATA 3.0Gb/s,32,
Maxtor,"Maxtor Atlas 15K II 8K036J0 36.7GB 15000 RPM 8MB Cache SCSI Ultra320 80pin 3.5"" Hard Drive Bare Drive Maxtor Atlas 15K II 8K036J0 36.7GB 15000 RPM 8MB Cache SCSI Ultra320 80pin 3.5"" Hard Drive Bare Drive",36,15000,SCSI Ultra,8,
DELL,"Dell 462-6551 600GB 15000 RPM SAS 6Gb/s 3.5"" Internal Hard Drive Dell 462-6551 600GB 15000 RPM SAS 6Gb/s 3.5"" Internal Hard Drive",600,15000,SAS 6.0Gb/s,,
Western Digital,"WD Caviar Blue WD10EZEX 1 TB 3.5"" Internal Hard Drive WD Caviar Blue WD10EZEX 1 TB 3.5"" Internal Hard Drive",1024,,,,Caviar Blue
Hewlett-Packard,"HP 623391-001 - 600GB 3.5"" SAS 15K 6Gb/s Non Hot-Plug Hard Drive HP 623391-001 - 600GB 3.5"" SAS 15K 6Gb/s Non Hot-Plug Hard Drive",600,15000,SAS 12.0Gb/s,,
DELL,"Dell 342-3403 - 300GB 2.5"" SAS 15K 6Gb/s HS Hard Drive Dell 342-3403 - 300GB 2.5"" SAS 15K 6Gb/s HS Hard Drive",300,15000,SAS 12.0Gb/s,,
Seagate,"Seagate ST4000NC001 4TB 5900 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Terascale Hard Drive Bare Drive Seagate ST4000NC001 4TB 5900 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Terascale Hard Drive Bare Drive",4000,5900,SATA 6.0Gb/s,64,ST
DELL,"Dell 342-5750 - 300GB 2.5"" SAS 15K 6Gb/s HS Hard Drive Dell 342-5750 - 300GB 2.5"" SAS 15K 6Gb/s HS Hard Drive",300,15000,SAS 12.0Gb/s,,
IBM,"IBM 46W0970 - 900GB 2.5"" SAS 10K 6Gb/s HS Hard Drive IBM 46W0970 - 900GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",900,10000,SAS 12.0Gb/s,,
Western Digital,Western Digital WD3200KS Hdd 320GD 7200RPM SATA II 16Mb Western Digital WD3200KS Hdd 320GD 7200RPM SATA II 16Mb,72,7200,SATA 3.0Gb/s,16,
Axiom,Axiom 1 TB 3.5' Internal Hard Drive Axiom 1 TB 3.5' Internal Hard Drive,1024,,,,
Western Digital,"Western Digital WDBBDN0030HNC-NASN 3TB 3.5"" Hard Drive Kit For WD Sentinel Bare Drive Western Digital WDBBDN0030HNC-NASN 3TB 3.5"" Hard Drive Kit For WD Sentinel Bare Drive",3000,,,,
FUJITSU - Storage/Hard Drive,"Fujitsu MBA3300RC 300GB 15000 RPM 16MB Cache Serial Attached SCSI (SAS) 3.5"" Internal Hard Drive Bare Drive Fujitsu MBA3300RC 300GB 15000 RPM 16MB Cache Serial Attached SCSI (SAS) 3.5"" Internal Hard Drive Bare Drive",300,15000,SCSI Ultra,16,
Western Digital,"Western Digital RE4-GP WD2003FYPS 2TB 7200 RPM 64MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive Western Digital RE4-GP WD2003FYPS 2TB 7200 RPM 64MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive",2048,7200,SATA 3.0Gb/s,64,RE4
Lenovo,LENOVO SERVER 4XB0F28644 3.5 600GB 15K HS SAS LENOVO SERVER 4XB0F28644 3.5 600GB 15K HS SAS,600,15000,,,
IBM,"IBM 44W2236 - 300GB 3.5"" SAS 15K 6Gb/s HS Hard Drive IBM 44W2236 - 300GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",300,15000,SAS 12.0Gb/s,,
LaCie,LaCie 4big/5big Spare Drive 301467 2TB 7200 RPM 32MB Cache SATA 3.0Gb/s Internal Hard Drive LaCie 4big/5big Spare Drive 301467 2TB 7200 RPM 32MB Cache SATA 3.0Gb/s Internal Hard Drive,2048,7200,SATA 3.0Gb/s,32,
Western Digital,"Western Digital Black WD1002FAEX 1TB 7200 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Bare Drive Western Digital Black WD1002FAEX 1TB 7200 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Bare Drive",1024,7200,SATA 6.0Gb/s,64,Black
IBM,"IBM 81Y3829 - 1TB 2.5"" Near Line SATA 7.2K 6Gb/s HS Hard Drive IBM 81Y3829 - 1TB 2.5"" Near Line SATA 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
Lenovo,"Lenovo 45J7918 1TB 7200 RPM 32MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Lenovo 45J7918 1TB 7200 RPM 32MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive",1024,7200,SATA 3.0Gb/s,32,
Western Digital,"Western Digital AV-GP WD5000AVDS 500GB 32MB Cache SATA 3.0Gb/s 3.5"" Internal AV Hard Drive Bare Drive Western Digital AV-GP WD5000AVDS 500GB 32MB Cache SATA 3.0Gb/s 3.5"" Internal AV Hard Drive Bare Drive",500,,SATA 3.0Gb/s,32,AV-GP
HGST,"HGST He6 0F18335 (HUS726060ALA640) 6TB 7200 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Enterprise Hard Drive HGST He6 0F18335 (HUS726060ALA640) 6TB 7200 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Enterprise Hard Drive",6000,7200,SATA 6.0Gb/s,64,
Western Digital,"Western Digital Caviar SE16 WD2500KS 250GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive Western Digital Caviar SE16 WD2500KS 250GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",250,7200,SATA 3.0Gb/s,16,Caviar Se
Seagate,"Seagate Barracuda 7200.8 ST3200826A 200GB 7200 RPM 8MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive Seagate Barracuda 7200.8 ST3200826A 200GB 7200 RPM 8MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive",200,7200,IDE Ultra ,8,Barracuda
Axiom,Axiom AXD-PE200072F6 2 TB 3.5' Internal Hard Drive Axiom AXD-PE200072F6 2 TB 3.5' Internal Hard Drive,2048,,,,
Seagate,"Seagate Constellation ES.3 ST4000NM0043 4 TB 3.5"" Internal Hard Drive Seagate Constellation ES.3 ST4000NM0043 4 TB 3.5"" Internal Hard Drive",4000,,,,Constellation
Western Digital,"Western Digital Raptor WD360GD 36.7GB 10000 RPM 8MB Cache SATA 1.5Gb/s 3.5"" Hard Drive Bare Drive Western Digital Raptor WD360GD 36.7GB 10000 RPM 8MB Cache SATA 1.5Gb/s 3.5"" Hard Drive Bare Drive",1500,10000,SATA 1.5Gb/s,8,Raptor
IBM,"IBM 39M4530 500GB 7200 RPM SATA 3.0Gb/s 3.5"" Simple Swap Hard Drive IBM 39M4530 500GB 7200 RPM SATA 3.0Gb/s 3.5"" Simple Swap Hard Drive",500,7200,SATA 3.0Gb/s,,
DELL,"Dell 341-8934 - 600GB 3.5"" SAS 10K 6Gb/s HS Hard Drive Dell 341-8934 - 600GB 3.5"" SAS 10K 6Gb/s HS Hard Drive",600,10000,SAS 12.0Gb/s,,
Buffalo Technology,"Buffalo OP-HDS 4 TB 3.5"" Internal Hard Drive Buffalo OP-HDS 4 TB 3.5"" Internal Hard Drive",4000,,,,
Western Digital,"Western Digital WD RE4 WD2503ABYX 250GB 7200 RPM 64MB Cache SATA 3.0Gb/s 3.5"" Internal Enterprise Hard Drive Bare Drive Western Digital WD RE4 WD2503ABYX 250GB 7200 RPM 64MB Cache SATA 3.0Gb/s 3.5"" Internal Enterprise Hard Drive Bare Drive",250,7200,SATA 3.0Gb/s,64,RE4
Western Digital,Western Digital WD4000YR 400GB 7200RPM 16MB Buffer Serial ATA/150 3.5INCH 8.9MS Seek Caviar Western Digital WD4000YR 400GB 7200RPM 16MB Buffer Serial ATA/150 3.5INCH 8.9MS Seek Caviar,400,7200,SATA 1.5Gb/s,16,Caviar
Hewlett-Packard,"HP 652753-B21 1TB 7200 RPM SAS 6Gb/s 3.5"" LFF SC Midline Hard Drive HP 652753-B21 1TB 7200 RPM SAS 6Gb/s 3.5"" LFF SC Midline Hard Drive",1024,7200,SAS 6.0Gb/s,,
IBM,"IBM 49Y6104 - 600GB 3.5"" SAS 15K 6Gb/s HS Hard Drive IBM 49Y6104 - 600GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",600,15000,SAS 12.0Gb/s,,
Western Digital,Western Digital Velociraptor 600 GB SATA III 10000 RPM 32 MB Cache Bulk/OEM 3.5 Inch Desktop Hard Drive - WD6000HLHX Western Digital Velociraptor 600 GB SATA III 10000 RPM 32 MB Cache Bulk/OEM 3.5 Inch Desktop Hard Drive - WD6000HLHX,600,10000,SATA 6.0Gb/s,,VelociRaptor
Western Digital,"Western Digital WD Green WD15EARX 1.5TB 64MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Bare Drive Western Digital WD Green WD15EARX 1.5TB 64MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Bare Drive",1500,,SATA 6.0Gb/s,64,Green
DELL,"Dell 342-5754 - 300GB 2.5"" SAS 10K 6Gb/s HS Hard Drive Dell 342-5754 - 300GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",300,10000,SAS 12.0Gb/s,,
Western Digital,"WD SE WD4000F9YZ 4TB 7200 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Enterprise Hard Drive WD SE WD4000F9YZ 4TB 7200 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Enterprise Hard Drive",4000,7200,SATA 6.0Gb/s,64,
IBM,IBM 39R7312 300GB 10000 RPM Ultra320 SCSI Internal Hard Drive IBM 39R7312 300GB 10000 RPM Ultra320 SCSI Internal Hard Drive,300,10000,SCSI Ultra,,
Western Digital,"WD Re WD2503ABYZ 250GB 7200 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Datacenter Capacity Internal Hard Drive Bare Drive WD Re WD2503ABYZ 250GB 7200 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Datacenter Capacity Internal Hard Drive Bare Drive",250,7200,SATA 6.0Gb/s,64,RE
DELL,"Dell A6575787 - 4TB 3.5"" SATA 7.2K 6Gb/s HS Hard Drive Dell A6575787 - 4TB 3.5"" SATA 7.2K 6Gb/s HS Hard Drive",4000,7200,SAS 6.0Gb/s,,
Seagate,Seagate Cheetah 15K.6 ST3450856SS 450 GB 3.5' Internal Hard Drive Seagate Cheetah 15K.6 ST3450856SS 450 GB 3.5' Internal Hard Drive,450,15000,,,Cheetah
DELL,"Dell 342-2104 1TB 7200 RPM Serial Attached SCSI 2 3.5"" Internal Hard Drive Dell 342-2104 1TB 7200 RPM Serial Attached SCSI 2 3.5"" Internal Hard Drive",1024,7200,SCSI Ultra,,
Western Digital,"Western Digital WD VelociRaptor WD6000HLHX 600GB 10000 RPM 32MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Bare Drive Western Digital WD VelociRaptor WD6000HLHX 600GB 10000 RPM 32MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Bare Drive",600,10000,SATA 6.0Gb/s,32,VelociRaptor
IBM,"IBM 39R7350 146GB 15000 RPM 8MB Cache SAS 3Gb/s 3.5"" Internal Hard Drive IBM 39R7350 146GB 15000 RPM 8MB Cache SAS 3Gb/s 3.5"" Internal Hard Drive",146,15000,SAS 3.0Gb/s,8,
Axiom,"Axiom 1 TB 3.5"" Internal Hard Drive Axiom 1 TB 3.5"" Internal Hard Drive",1024,,,,
Seagate,"Seagate ST300MX0012 2.5"" 300GB SAS 12Gb/S 15K RPM 512E 128MB Internal Enterprise Hard Drive Seagate ST300MX0012 2.5"" 300GB SAS 12Gb/S 15K RPM 512E 128MB Internal Enterprise Hard Drive",300,15000,SAS 12.0Gb/s,128,Enterprise
DELL,"Dell 342-5358 - 2TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive Dell 342-5358 - 2TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",2048,7200,SAS 6.0Gb/s,,
DELL,"Dell 342-3987 - 3TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Secure Encrypted Drive Dell 342-3987 - 3TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Secure Encrypted Drive",3000,7200,SAS 6.0Gb/s,,
IBM,"IBM 49Y2031 - 600GB 2.5"" SAS 10K 6Gb/s SS Hard Drive IBM 49Y2031 - 600GB 2.5"" SAS 10K 6Gb/s SS Hard Drive",600,10000,SAS 12.0Gb/s,,
Hewlett-Packard,"HP LQ037AT 1TB 7200 RPM SATA 6.0Gb/s 3.5"" Internal Hard Drive HP LQ037AT 1TB 7200 RPM SATA 6.0Gb/s 3.5"" Internal Hard Drive",1024,7200,SATA 6.0Gb/s,,
Seagate,"Seagate Enterprise NAS ST6000VN0001 6TB 7200 RPM 128MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Bare Drive Seagate Enterprise NAS ST6000VN0001 6TB 7200 RPM 128MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Bare Drive",6000,7200,SATA 6.0Gb/s,128,Enterprise
Lenovo,"Lenovo 500 GB 3.5"" Internal Hard Drive Lenovo 500 GB 3.5"" Internal Hard Drive",500,,,,
DELL,"Dell 342-2320 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive Dell 342-2320 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",600,10000,SAS 12.0Gb/s,,
Panasonic,Panasonic CANISTER/3000 3TB HDD with Storage Canister Panasonic CANISTER/3000 3TB HDD with Storage Canister,3000,,,,
Seagate,"Seagate Enterprise Performance 10K.7 ST1200MM0017 1.2TB 10000 RPM 64MB Cache SAS 6Gb/s 2.5"" Internal Hard Drive Seagate Enterprise Performance 10K.7 ST1200MM0017 1.2TB 10000 RPM 64MB Cache SAS 6Gb/s 2.5"" Internal Hard Drive",2048,10000,SAS 6.0Gb/s,64,Enterprise
IBM,"IBM 3 TB 3.5"" Internal Hard Drive IBM 3 TB 3.5"" Internal Hard Drive",3000,,,,
Maxtor,"Maxtor Atlas 10K V 8J073J0 74GB 10000 RPM 8MB Cache SCSI Ultra320 80pin 3.5"" Hard Drive Bare Drive Maxtor Atlas 10K V 8J073J0 74GB 10000 RPM 8MB Cache SCSI Ultra320 80pin 3.5"" Hard Drive Bare Drive",74,10000,SCSI Ultra,8,
DELL,"Dell 462-6559 3TB 7200 RPM SAS 6Gb/s 3.5"" Internal Hard Drive Dell 462-6559 3TB 7200 RPM SAS 6Gb/s 3.5"" Internal Hard Drive",3000,7200,SAS 6.0Gb/s,,
Lenovo,"ThinkServer 4XB0F28665 1TB 7200 RPM SATA 6.0Gb/s 3.5"" Enterprise Hard Drive for ThinkServer RS-Series ThinkServer 4XB0F28665 1TB 7200 RPM SATA 6.0Gb/s 3.5"" Enterprise Hard Drive for ThinkServer RS-Series",1024,7200,SATA 6.0Gb/s,,
IBM,"IBM 49Y1899 300 GB 3.5"" Internal Hard Drive IBM 49Y1899 300 GB 3.5"" Internal Hard Drive",300,,,,
Western Digital,Western Digital 2 TB WD AV-GP SATA III Intellipower 64 MB Cache Bulk/OEM AV Hard Drive WD20EURX Western Digital 2 TB WD AV-GP SATA III Intellipower 64 MB Cache Bulk/OEM AV Hard Drive WD20EURX,2048,IntelliPower,SATA 6.0Gb/s,64,AV-GP
Hewlett-Packard,"HP 693648-B21 1.2TB 10000 RPM SAS 6Gb/s 2.5"" Internal Hard Drive HP 693648-B21 1.2TB 10000 RPM SAS 6Gb/s 2.5"" Internal Hard Drive",2048,10000,SAS 6.0Gb/s,,
